row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,state,city,product_id,product_name,category,sub_category,sales,quantity,discount,profit
4423,ORD-2023-2125,2023-02-12,2023-02-17,Standard Class,CU-10070,Sofia Garcia,Consumer,East,New Jersey,Jersey City,PR-1014,Filing Tray,Furniture,Furnishings,3620.79,6,0,234.42
4424,ORD-2023-2125,2023-02-12,2023-02-17,Second Class,CU-10070,Sofia Garcia,Consumer,East,New Jersey,Jersey City,PR-1031,Headset Pro,Technology,Phones,73.91,1,0.3,-2.27
4425,ORD-2023-2372,2023-02-12,2023-02-15,Same Day,CU-10080,John Davis,Consumer,South,Georgia,Atlanta,PR-1025,Sketch Pad,Office Supplies,Art,69.8,5,0.1,4.77
4426,ORD-2023-2372,2023-02-12,2023-02-15,First Class,CU-10080,John Davis,Consumer,South,Georgia,Atlanta,PR-1023,Locking Drawer,Office Supplies,Storage,50.72,2,0.2,5.71
4427,ORD-2023-2372,2023-02-12,2023-02-15,Same Day,CU-10080,John Davis,Consumer,South,Georgia,Atlanta,PR-1036,USB Hub,Technology,Accessories,4001.78,5,0,1176.01
4428,ORD-2023-2372,2023-02-12,2023-02-15,Standard Class,CU-10080,John Davis,Consumer,South,Georgia,Atlanta,PR-1028,Shipping Labels,Office Supplies,Labels,130.11,2,0.2,16.58
4429,ORD-2023-3457,2023-02-12,2023-02-16,Second Class,CU-10119,Fatima Moore,Home Office,East,Pennsylvania,Pittsburgh,PR-1020,Sticky Notes,Office Supplies,Paper,95.27,2,0.1,2.75
4430,ORD-2023-5001,2023-02-12,2023-02-15,Standard Class,CU-10168,Wei Lee,Corporate,South,Alabama,Birmingham,PR-1014,Filing Tray,Furniture,Furnishings,2413.86,4,0,756.73
4431,ORD-2023-5718,2023-02-12,2023-02-14,Standard Class,CU-10191,Sarah Anderson,Corporate,East,New Jersey,Newark,PR-1023,Locking Drawer,Office Supplies,Storage,128.82,5,0.15,17.03
4432,ORD-2023-626,2023-02-12,2023-02-19,First Class,CU-10023,Barbara Martinez,Home Office,West,California,Los Angeles,PR-1027,Address Labels,Office Supplies,Labels,365.18,5,0.15,28.4
4433,ORD-2023-626,2023-02-12,2023-02-19,Same Day,CU-10023,Barbara Martinez,Home Office,West,California,Los Angeles,PR-1007,Standing Desk,Furniture,Tables,3159.01,6,0.2,476.76
4434,ORD-2023-3593,2023-02-13,2023-02-15,First Class,CU-10122,Ahmed Perez,Corporate,Central,Michigan,Detroit,PR-1038,Desktop Copier,Technology,Copiers,1656.75,3,0.4,277.7
4435,ORD-2023-3593,2023-02-13,2023-02-15,First Class,CU-10122,Ahmed Perez,Corporate,Central,Michigan,Detroit,PR-1020,Sticky Notes,Office Supplies,Paper,49.11,1,0,0.09
4436,ORD-2023-3593,2023-02-13,2023-02-15,Second Class,CU-10122,Ahmed Perez,Corporate,Central,Michigan,Detroit,PR-1033,Label Maker,Technology,Machines,3146.2,3,0,-39.69
4437,ORD-2023-4862,2023-02-13,2023-02-14,Standard Class,CU-10163,Patricia Moore,Home Office,Central,Ohio,Cleveland,PR-1030,Cordless Phone,Technology,Phones,2287.43,5,0.4,1.73
4438,ORD-2023-554,2023-02-13,2023-02-19,Same Day,CU-10019,Elizabeth Thomas,Home Office,West,Nevada,Las Vegas,PR-1036,USB Hub,Technology,Accessories,3201.42,4,0,335.67
4439,ORD-2023-5646,2023-02-13,2023-02-16,First Class,CU-10188,Sarah Wilson,Home Office,East,Massachusetts,Worcester,PR-1005,Conference Table,Furniture,Tables,1725.06,6,0.15,203.1
4440,ORD-2023-5646,2023-02-13,2023-02-16,Standard Class,CU-10188,Sarah Wilson,Home Office,East,Massachusetts,Worcester,PR-1032,Laser Printer,Technology,Machines,2036.51,2,0.3,79.97
4441,ORD-2023-5646,2023-02-13,2023-02-16,Same Day,CU-10188,Sarah Wilson,Home Office,East,Massachusetts,Worcester,PR-1009,5-Shelf Bookcase,Furniture,Bookcases,2743.83,6,0,509.34
4442,ORD-2023-5646,2023-02-13,2023-02-16,Second Class,CU-10188,Sarah Wilson,Home Office,East,Massachusetts,Worcester,PR-1016,Report Cover,Office Supplies,Binders,397.07,6,0.4,-0.41
4443,ORD-2023-1179,2023-02-14,2023-02-20,Second Class,CU-10039,Michael Johnson,Consumer,East,New Jersey,Newark,PR-1023,Locking Drawer,Office Supplies,Storage,147.3,6,0.3,48.77
4444,ORD-2023-1179,2023-02-14,2023-02-20,Same Day,CU-10039,Michael Johnson,Consumer,East,New Jersey,Newark,PR-1018,Copy Paper Ream,Office Supplies,Paper,54.21,1,0.4,16.46
4445,ORD-2023-1179,2023-02-14,2023-02-20,First Class,CU-10039,Michael Johnson,Consumer,East,New Jersey,Newark,PR-1035,Wireless Mouse,Technology,Accessories,3580.53,4,0.15,952.57
4446,ORD-2023-1179,2023-02-14,2023-02-20,Standard Class,CU-10039,Michael Johnson,Consumer,East,New Jersey,Newark,PR-1031,Headset Pro,Technology,Phones,324.87,4,0,69.83
4447,ORD-2023-2303,2023-02-14,2023-02-20,Same Day,CU-10075,Mary Lee,Consumer,West,California,San Francisco,PR-1033,Label Maker,Technology,Machines,1017.27,1,0.1,269.99
4448,ORD-2023-2303,2023-02-14,2023-02-20,Same Day,CU-10075,Mary Lee,Consumer,West,California,San Francisco,PR-1014,Filing Tray,Furniture,Furnishings,2926.81,5,0.1,325.99
4449,ORD-2023-2303,2023-02-14,2023-02-20,Standard Class,CU-10075,Mary Lee,Consumer,West,California,San Francisco,PR-1009,5-Shelf Bookcase,Furniture,Bookcases,873.45,2,0.15,83.09
4450,ORD-2023-6260,2023-02-14,2023-02-18,First Class,CU-10212,Joseph Williams,Corporate,South,Tennessee,Memphis,PR-1034,Shredder,Technology,Machines,5047.79,6,0.2,-20.47
4451,ORD-2023-6260,2023-02-14,2023-02-18,Second Class,CU-10212,Joseph Williams,Corporate,South,Tennessee,Memphis,PR-1006,Round Table,Furniture,Tables,455.72,2,0.3,17.61
4452,ORD-2023-6260,2023-02-14,2023-02-18,Second Class,CU-10212,Joseph Williams,Corporate,South,Tennessee,Memphis,PR-1005,Conference Table,Furniture,Tables,529.86,2,0.4,104.48
4453,ORD-2023-6439,2023-02-14,2023-02-21,Same Day,CU-10218,Joseph Martin,Corporate,West,Oregon,Eugene,PR-1010,Corner Bookcase,Furniture,Bookcases,1372.54,5,0.1,244.5
4454,ORD-2023-6439,2023-02-14,2023-02-21,Standard Class,CU-10218,Joseph Martin,Corporate,West,Oregon,Eugene,PR-1018,Copy Paper Ream,Office Supplies,Paper,61.6,1,0,0.1
4455,ORD-2023-6439,2023-02-14,2023-02-21,First Class,CU-10218,Joseph Martin,Corporate,West,Oregon,Eugene,PR-1033,Label Maker,Technology,Machines,3146.2,3,0,310.66
4456,ORD-2023-6439,2023-02-14,2023-02-21,Standard Class,CU-10218,Joseph Martin,Corporate,West,Oregon,Eugene,PR-1028,Shipping Labels,Office Supplies,Labels,330.48,5,0.15,44.24
4457,ORD-2023-11,2023-02-15,2023-02-17,First Class,CU-10001,Patricia Lee,Consumer,East,Virginia,Norfolk,PR-1039,Office Copier XL,Technology,Copiers,272.75,2,0.2,80.35
4458,ORD-2023-11,2023-02-15,2023-02-17,Standard Class,CU-10001,Patricia Lee,Consumer,East,Virginia,Norfolk,PR-1023,Locking Drawer,Office Supplies,Storage,107.91,4,0,27.44
4459,ORD-2023-11,2023-02-15,2023-02-17,Same Day,CU-10001,Patricia Lee,Consumer,East,Virginia,Norfolk,PR-1021,File Cabinet,Office Supplies,Storage,76.39,2,0.4,-0.08
4460,ORD-2023-1126,2023-02-15,2023-02-18,First Class,CU-10037,Michael Taylor,Consumer,East,Pennsylvania,Pittsburgh,PR-1031,Headset Pro,Technology,Phones,152.69,2,0.2,31.37
4461,ORD-2023-1126,2023-02-15,2023-02-18,First Class,CU-10037,Michael Taylor,Consumer,East,Pennsylvania,Pittsburgh,PR-1010,Corner Bookcase,Furniture,Bookcases,747.11,3,0.4,223.79
4462,ORD-2023-1126,2023-02-15,2023-02-18,First Class,CU-10037,Michael Taylor,Consumer,East,Pennsylvania,Pittsburgh,PR-1008,Side Table,Furniture,Tables,2057.4,4,0,190.44
4463,ORD-2023-3832,2023-02-15,2023-02-18,Standard Class,CU-10132,John Martinez,Consumer,South,Tennessee,Nashville,PR-1031,Headset Pro,Technology,Phones,369.54,5,0.3,103.71
4464,ORD-2023-3832,2023-02-15,2023-02-18,Second Class,CU-10132,John Martinez,Consumer,South,Tennessee,Nashville,PR-1025,Sketch Pad,Office Supplies,Art,41.23,3,0.15,-0.41
4465,ORD-2023-3832,2023-02-15,2023-02-18,Second Class,CU-10132,John Martinez,Consumer,South,Tennessee,Nashville,PR-1001,Executive Chair,Furniture,Chairs,462.89,1,0.1,149.39
4466,ORD-2023-6059,2023-02-15,2023-02-19,First Class,CU-10202,Susan Garcia,Home Office,West,Nevada,Las Vegas,PR-1012,Desk Lamp,Furniture,Furnishings,144.6,1,0,5.78
4467,ORD-2023-1467,2023-02-16,2023-02-23,First Class,CU-10047,Jennifer Moore,Home Office,Central,Wisconsin,Milwaukee,PR-1024,Marker Set,Office Supplies,Art,498.72,6,0.15,25.56
4468,ORD-2023-1467,2023-02-16,2023-02-23,First Class,CU-10047,Jennifer Moore,Home Office,Central,Wisconsin,Milwaukee,PR-1015,3-Ring Binder,Office Supplies,Binders,38.77,3,0.2,9.3
4469,ORD-2023-1715,2023-02-16,2023-02-21,Second Class,CU-10055,Patricia Anderson,Consumer,South,Alabama,Birmingham,PR-1007,Standing Desk,Furniture,Tables,3259.83,6,0.1,860.93
4470,ORD-2023-2620,2023-02-16,2023-02-20,Standard Class,CU-10093,Elizabeth Perez,Consumer,South,Tennessee,Nashville,PR-1020,Sticky Notes,Office Supplies,Paper,196.44,4,0,53.62
4471,ORD-2023-2620,2023-02-16,2023-02-20,Standard Class,CU-10093,Elizabeth Perez,Consumer,South,Tennessee,Nashville,PR-1007,Standing Desk,Furniture,Tables,3360.64,6,0,-124.21
4472,ORD-2023-2620,2023-02-16,2023-02-20,Standard Class,CU-10093,Elizabeth Perez,Consumer,South,Tennessee,Nashville,PR-1019,Legal Pad,Office Supplies,Paper,143.91,6,0.4,42.56
4473,ORD-2023-266,2023-02-16,2023-02-21,Standard Class,CU-10009,Joseph Anderson,Consumer,West,Oregon,Eugene,PR-1002,Mesh Task Chair,Furniture,Chairs,435.96,1,0.2,-12.02
4474,ORD-2023-266,2023-02-16,2023-02-21,Same Day,CU-10009,Joseph Anderson,Consumer,West,Oregon,Eugene,PR-1026,Push Pins,Office Supplies,Art,76.58,1,0.1,20.89
4475,ORD-2023-266,2023-02-16,2023-02-21,Standard Class,CU-10009,Joseph Anderson,Consumer,West,Oregon,Eugene,PR-1035,Wireless Mouse,Technology,Accessories,1818.39,2,0.1,581.75
4476,ORD-2023-266,2023-02-16,2023-02-21,Standard Class,CU-10009,Joseph Anderson,Consumer,West,Oregon,Eugene,PR-1010,Corner Bookcase,Furniture,Bookcases,1131.99,4,0,156.77
4477,ORD-2023-3004,2023-02-16,2023-02-19,Same Day,CU-10103,Susan Jackson,Corporate,West,Nevada,Reno,PR-1015,3-Ring Binder,Office Supplies,Binders,38.77,3,0.2,1.7
4478,ORD-2023-3004,2023-02-16,2023-02-19,Standard Class,CU-10103,Susan Jackson,Corporate,West,Nevada,Reno,PR-1019,Legal Pad,Office Supplies,Paper,124.01,5,0.3,-1.22
4479,ORD-2023-3004,2023-02-16,2023-02-19,Second Class,CU-10103,Susan Jackson,Corporate,West,Nevada,Reno,PR-1032,Laser Printer,Technology,Machines,3938.75,4,0.4,522.32
4480,ORD-2023-396,2023-02-16,2023-02-21,Same Day,CU-10012,Sofia Wilson,Consumer,South,North Carolina,Charlotte,PR-1012,Desk Lamp,Furniture,Furnishings,407.77,3,0.2,65.32
4481,ORD-2023-396,2023-02-16,2023-02-21,Standard Class,CU-10012,Sofia Wilson,Consumer,South,North Carolina,Charlotte,PR-1032,Laser Printer,Technology,Machines,4274.44,4,0.15,779.98
4482,ORD-2023-396,2023-02-16,2023-02-21,Second Class,CU-10012,Sofia Wilson,Consumer,South,North Carolina,Charlotte,PR-1014,Filing Tray,Furniture,Furnishings,1170.72,2,0.1,153.17
4483,ORD-2023-396,2023-02-16,2023-02-21,Same Day,CU-10012,Sofia Wilson,Consumer,South,North Carolina,Charlotte,PR-1026,Push Pins,Office Supplies,Art,150.8,2,0.15,18.1
4484,ORD-2023-4942,2023-02-16,2023-02-18,Second Class,CU-10167,Sarah Jones,Home Office,South,Tennessee,Memphis,PR-1038,Desktop Copier,Technology,Copiers,1797.95,3,0.15,205.77
4485,ORD-2023-4942,2023-02-16,2023-02-18,First Class,CU-10167,Sarah Jones,Home Office,South,Tennessee,Memphis,PR-1018,Copy Paper Ream,Office Supplies,Paper,115.8,2,0.2,37.19
4486,ORD-2023-4942,2023-02-16,2023-02-18,Standard Class,CU-10167,Sarah Jones,Home Office,South,Tennessee,Memphis,PR-1031,Headset Pro,Technology,Phones,221.72,3,0.3,2.76
4487,ORD-2023-6161,2023-02-16,2023-02-23,First Class,CU-10205,Elizabeth Brown,Consumer,South,Florida,Orlando,PR-1007,Standing Desk,Furniture,Tables,2139.61,4,0.15,303.67
4488,ORD-2023-6161,2023-02-16,2023-02-23,First Class,CU-10205,Elizabeth Brown,Consumer,South,Florida,Orlando,PR-1016,Report Cover,Office Supplies,Binders,364.73,5,0.1,63.22
4489,ORD-2023-6161,2023-02-16,2023-02-23,Same Day,CU-10205,Elizabeth Brown,Consumer,South,Florida,Orlando,PR-1012,Desk Lamp,Furniture,Furnishings,552.37,4,0.15,-15.28
4490,ORD-2023-6161,2023-02-16,2023-02-23,Standard Class,CU-10205,Elizabeth Brown,Consumer,South,Florida,Orlando,PR-1006,Round Table,Furniture,Tables,956.51,4,0.15,23.12
4491,ORD-2023-808,2023-02-16,2023-02-17,First Class,CU-10026,Carlos Miller,Corporate,Central,Michigan,Ann Arbor,PR-1030,Cordless Phone,Technology,Phones,1466.03,3,0.2,425.5
4492,ORD-2023-2399,2023-02-17,2023-02-21,Standard Class,CU-10081,William Lee,Consumer,South,Tennessee,Nashville,PR-1017,View Binder,Office Supplies,Binders,61.07,4,0.3,19.4
4493,ORD-2023-2399,2023-02-17,2023-02-21,Second Class,CU-10081,William Lee,Consumer,South,Tennessee,Nashville,PR-1004,Recliner,Furniture,Chairs,825.41,3,0,105.03
4494,ORD-2023-2399,2023-02-17,2023-02-21,First Class,CU-10081,William Lee,Consumer,South,Tennessee,Nashville,PR-1039,Office Copier XL,Technology,Copiers,528.09,4,0.3,39.82
4495,ORD-2023-2399,2023-02-17,2023-02-21,Standard Class,CU-10081,William Lee,Consumer,South,Tennessee,Nashville,PR-1007,Standing Desk,Furniture,Tables,3159.01,6,0.2,456.26
4496,ORD-2023-2765,2023-02-17,2023-02-23,Second Class,CU-10096,James Thomas,Corporate,South,Florida,Orlando,PR-1021,File Cabinet,Office Supplies,Storage,203.99,5,0.2,29.3
4497,ORD-2023-2765,2023-02-17,2023-02-23,Standard Class,CU-10096,James Thomas,Corporate,South,Florida,Orlando,PR-1039,Office Copier XL,Technology,Copiers,870.48,6,0,23.23
4498,ORD-2023-3279,2023-02-17,2023-02-23,First Class,CU-10113,Charles Johnson,Consumer,West,Washington,Spokane,PR-1025,Sketch Pad,Office Supplies,Art,86.36,6,0,28.72
4499,ORD-2023-3279,2023-02-17,2023-02-23,Second Class,CU-10113,Charles Johnson,Consumer,West,Washington,Spokane,PR-1018,Copy Paper Ream,Office Supplies,Paper,61.6,1,0,8.03
4500,ORD-2023-3279,2023-02-17,2023-02-23,First Class,CU-10113,Charles Johnson,Consumer,West,Washington,Spokane,PR-1027,Address Labels,Office Supplies,Labels,458.86,6,0,98.02
4501,ORD-2023-4543,2023-02-17,2023-02-24,Second Class,CU-10155,Wei Martinez,Consumer,East,Massachusetts,Worcester,PR-1016,Report Cover,Office Supplies,Binders,342.17,5,0.3,56.21
4502,ORD-2023-4543,2023-02-17,2023-02-24,Same Day,CU-10155,Wei Martinez,Consumer,East,Massachusetts,Worcester,PR-1038,Desktop Copier,Technology,Copiers,3043.64,5,0.1,1026.69
4503,ORD-2023-4543,2023-02-17,2023-02-24,Same Day,CU-10155,Wei Martinez,Consumer,East,Massachusetts,Worcester,PR-1038,Desktop Copier,Technology,Copiers,589.9,1,0.2,74.64
4504,ORD-2023-690,2023-02-17,2023-02-22,First Class,CU-10024,Robert Jackson,Consumer,East,Virginia,Richmond,PR-1037,Laptop Stand,Technology,Accessories,419.61,4,0.15,97.64
4505,ORD-2023-690,2023-02-17,2023-02-22,Second Class,CU-10024,Robert Jackson,Consumer,East,Virginia,Richmond,PR-1017,View Binder,Office Supplies,Binders,63.08,4,0.2,6.04
4506,ORD-2023-690,2023-02-17,2023-02-22,Second Class,CU-10024,Robert Jackson,Consumer,East,Virginia,Richmond,PR-1021,File Cabinet,Office Supplies,Storage,203.99,5,0.2,-3.91
4507,ORD-2023-690,2023-02-17,2023-02-22,Second Class,CU-10024,Robert Jackson,Consumer,East,Virginia,Richmond,PR-1021,File Cabinet,Office Supplies,Storage,252.6,6,0.1,67.75
4508,ORD-2023-1240,2023-02-18,2023-02-22,Second Class,CU-10040,Thomas Martin,Consumer,West,California,San Diego,PR-1006,Round Table,Furniture,Tables,971.53,4,0.1,18.43
4509,ORD-2023-4023,2023-02-18,2023-02-22,Same Day,CU-10142,Charles Wilson,Home Office,East,Massachusetts,Boston,PR-1025,Sketch Pad,Office Supplies,Art,14.39,1,0,4.45
4510,ORD-2023-4023,2023-02-18,2023-02-22,Same Day,CU-10142,Charles Wilson,Home Office,East,Massachusetts,Boston,PR-1036,USB Hub,Technology,Accessories,4802.13,6,0,89.89
4511,ORD-2023-4023,2023-02-18,2023-02-22,First Class,CU-10142,Charles Wilson,Home Office,East,Massachusetts,Boston,PR-1039,Office Copier XL,Technology,Copiers,435.24,3,0,60.27
4512,ORD-2023-4139,2023-02-18,2023-02-23,First Class,CU-10144,David Wilson,Home Office,South,Florida,Orlando,PR-1032,Laser Printer,Technology,Machines,1969.37,2,0.4,511.92
4513,ORD-2023-4139,2023-02-18,2023-02-23,Same Day,CU-10144,David Wilson,Home Office,South,Florida,Orlando,PR-1013,Wall Clock,Furniture,Furnishings,556.03,5,0.3,58.82
4514,ORD-2023-4139,2023-02-18,2023-02-23,First Class,CU-10144,David Wilson,Home Office,South,Florida,Orlando,PR-1004,Recliner,Furniture,Chairs,1067.53,4,0.1,298.98
4515,ORD-2023-4139,2023-02-18,2023-02-23,Second Class,CU-10144,David Wilson,Home Office,South,Florida,Orlando,PR-1009,5-Shelf Bookcase,Furniture,Bookcases,457.31,1,0,110.17
4516,ORD-2023-4544,2023-02-18,2023-02-20,First Class,CU-10155,Wei Martinez,Consumer,East,Massachusetts,Worcester,PR-1004,Recliner,Furniture,Chairs,1601.3,6,0.1,-62.01
4517,ORD-2023-5290,2023-02-18,2023-02-21,Same Day,CU-10175,John Jones,Home Office,Central,Illinois,Chicago,PR-1028,Shipping Labels,Office Supplies,Labels,415.26,6,0,84.41
4518,ORD-2023-5290,2023-02-18,2023-02-21,Standard Class,CU-10175,John Jones,Home Office,Central,Illinois,Chicago,PR-1030,Cordless Phone,Technology,Phones,473.08,1,0.3,4.99
4519,ORD-2023-5290,2023-02-18,2023-02-21,Standard Class,CU-10175,John Jones,Home Office,Central,Illinois,Chicago,PR-1012,Desk Lamp,Furniture,Furnishings,433.8,3,0,135.32
4520,ORD-2023-5290,2023-02-18,2023-02-21,Same Day,CU-10175,John Jones,Home Office,Central,Illinois,Chicago,PR-1014,Filing Tray,Furniture,Furnishings,3620.79,6,0,-117.05
4521,ORD-2023-6002,2023-02-18,2023-02-19,Second Class,CU-10200,Karen Johnson,Consumer,East,Pennsylvania,Pittsburgh,PR-1034,Shredder,Technology,Machines,3579.99,4,0,241.01
4522,ORD-2023-6002,2023-02-18,2023-02-19,First Class,CU-10200,Karen Johnson,Consumer,East,Pennsylvania,Pittsburgh,PR-1009,5-Shelf Bookcase,Furniture,Bookcases,457.31,1,0,132.88
4523,ORD-2023-1934,2023-02-19,2023-02-20,Standard Class,CU-10062,David Johnson,Corporate,East,Virginia,Norfolk,PR-1002,Mesh Task Chair,Furniture,Chairs,1266.13,3,0.3,126.14
4524,ORD-2023-1934,2023-02-19,2023-02-20,First Class,CU-10062,David Johnson,Corporate,East,Virginia,Norfolk,PR-1016,Report Cover,Office Supplies,Binders,141.38,2,0.2,42.65
4525,ORD-2023-1934,2023-02-19,2023-02-20,Second Class,CU-10062,David Johnson,Corporate,East,Virginia,Norfolk,PR-1004,Recliner,Furniture,Chairs,1375.69,5,0,275.64
4526,ORD-2023-809,2023-02-19,2023-02-24,First Class,CU-10026,Carlos Miller,Corporate,Central,Michigan,Ann Arbor,PR-1021,File Cabinet,Office Supplies,Storage,217.01,5,0,47.11
4527,ORD-2023-809,2023-02-19,2023-02-24,Same Day,CU-10026,Carlos Miller,Corporate,Central,Michigan,Ann Arbor,PR-1039,Office Copier XL,Technology,Copiers,281.46,2,0.1,77.68
4528,ORD-2023-809,2023-02-19,2023-02-24,First Class,CU-10026,Carlos Miller,Corporate,Central,Michigan,Ann Arbor,PR-1031,Headset Pro,Technology,Phones,229.03,3,0.2,74.66
4529,ORD-2023-132,2023-02-20,2023-02-21,Second Class,CU-10004,Jennifer Thomas,Consumer,Central,Ohio,Columbus,PR-1008,Side Table,Furniture,Tables,452.63,1,0.4,13.33
4530,ORD-2023-132,2023-02-20,2023-02-21,Same Day,CU-10004,Jennifer Thomas,Consumer,Central,Ohio,Columbus,PR-1017,View Binder,Office Supplies,Binders,81.37,5,0.1,7.58
4531,ORD-2023-132,2023-02-20,2023-02-21,Second Class,CU-10004,Jennifer Thomas,Consumer,Central,Ohio,Columbus,PR-1019,Legal Pad,Office Supplies,Paper,54.51,2,0,9.23
4532,ORD-2023-2058,2023-02-20,2023-02-27,Standard Class,CU-10067,Susan Taylor,Corporate,West,Arizona,Tucson,PR-1005,Conference Table,Furniture,Tables,1725.06,6,0.15,530.61
4533,ORD-2023-2058,2023-02-20,2023-02-27,First Class,CU-10067,Susan Taylor,Corporate,West,Arizona,Tucson,PR-1010,Corner Bookcase,Furniture,Bookcases,810.79,3,0.15,20.96
4534,ORD-2023-2058,2023-02-20,2023-02-27,Second Class,CU-10067,Susan Taylor,Corporate,West,Arizona,Tucson,PR-1004,Recliner,Furniture,Chairs,1051.03,4,0.15,102.61
4535,ORD-2023-2832,2023-02-20,2023-02-27,First Class,CU-10098,Priya Rodriguez,Home Office,South,Tennessee,Memphis,PR-1009,5-Shelf Bookcase,Furniture,Bookcases,1609.71,4,0.4,136.05
4536,ORD-2023-2832,2023-02-20,2023-02-27,Standard Class,CU-10098,Priya Rodriguez,Home Office,South,Tennessee,Memphis,PR-1029,Smartphone X,Technology,Phones,2019.24,4,0,369.01
4537,ORD-2023-2832,2023-02-20,2023-02-27,Standard Class,CU-10098,Priya Rodriguez,Home Office,South,Tennessee,Memphis,PR-1017,View Binder,Office Supplies,Binders,31.54,2,0.2,10.2
4538,ORD-2023-2832,2023-02-20,2023-02-27,Standard Class,CU-10098,Priya Rodriguez,Home Office,South,Tennessee,Memphis,PR-1023,Locking Drawer,Office Supplies,Storage,104.67,4,0.1,11.88
4539,ORD-2023-5780,2023-02-20,2023-02-21,Standard Class,CU-10193,Wei Martinez,Consumer,Central,Ohio,Columbus,PR-1001,Executive Chair,Furniture,Chairs,1367.19,3,0.15,439.89
4540,ORD-2023-934,2023-02-20,2023-02-27,Second Class,CU-10030,Amit Jackson,Home Office,West,Arizona,Phoenix,PR-1034,Shredder,Technology,Machines,3937.99,5,0.4,353.34
4541,ORD-2023-934,2023-02-20,2023-02-27,Same Day,CU-10030,Amit Jackson,Home Office,West,Arizona,Phoenix,PR-1024,Marker Set,Office Supplies,Art,490.89,6,0.2,11.71
4542,ORD-2023-934,2023-02-20,2023-02-27,First Class,CU-10030,Amit Jackson,Home Office,West,Arizona,Phoenix,PR-1004,Recliner,Furniture,Chairs,266.88,1,0.1,-11.49
4543,ORD-2023-934,2023-02-20,2023-02-27,First Class,CU-10030,Amit Jackson,Home Office,West,Arizona,Phoenix,PR-1016,Report Cover,Office Supplies,Binders,300.81,4,0,82.98
4544,ORD-2023-2520,2023-02-21,2023-02-23,Same Day,CU-10085,Richard Garcia,Corporate,South,Georgia,Atlanta,PR-1013,Wall Clock,Furniture,Furnishings,611.03,5,0,-12.18
4545,ORD-2023-2520,2023-02-21,2023-02-23,Standard Class,CU-10085,Richard Garcia,Corporate,South,Georgia,Atlanta,PR-1003,Stacking Chair,Furniture,Chairs,530.04,2,0,153.83
4546,ORD-2023-2585,2023-02-21,2023-02-22,First Class,CU-10090,James Davis,Consumer,West,California,San Diego,PR-1033,Label Maker,Technology,Machines,1017.27,1,0.1,267.41
4547,ORD-2023-2585,2023-02-21,2023-02-22,First Class,CU-10090,James Davis,Consumer,West,California,San Diego,PR-1030,Cordless Phone,Technology,Phones,1559.61,3,0,74.78
4548,ORD-2023-2585,2023-02-21,2023-02-22,First Class,CU-10090,James Davis,Consumer,West,California,San Diego,PR-1003,Stacking Chair,Furniture,Chairs,1012.38,4,0.15,199.82
4549,ORD-2023-2585,2023-02-21,2023-02-22,Standard Class,CU-10090,James Davis,Consumer,West,California,San Diego,PR-1002,Mesh Task Chair,Furniture,Chairs,1391.36,3,0,303.25
4550,ORD-2023-2949,2023-02-21,2023-02-24,Same Day,CU-10100,Charles Thompson,Corporate,South,North Carolina,Charlotte,PR-1008,Side Table,Furniture,Tables,514.35,1,0,-2.52
4551,ORD-2023-2949,2023-02-21,2023-02-24,First Class,CU-10100,Charles Thompson,Corporate,South,North Carolina,Charlotte,PR-1008,Side Table,Furniture,Tables,452.63,1,0.4,58.03
4552,ORD-2023-4419,2023-02-21,2023-02-22,Second Class,CU-10152,Jennifer Williams,Home Office,South,North Carolina,Raleigh,PR-1038,Desktop Copier,Technology,Copiers,1769.71,3,0.2,85.74
4553,ORD-2023-4419,2023-02-21,2023-02-22,Second Class,CU-10152,Jennifer Williams,Home Office,South,North Carolina,Raleigh,PR-1018,Copy Paper Ream,Office Supplies,Paper,61.6,1,0,1.47
4554,ORD-2023-4419,2023-02-21,2023-02-22,First Class,CU-10152,Jennifer Williams,Home Office,South,North Carolina,Raleigh,PR-1027,Address Labels,Office Supplies,Labels,208.78,3,0.3,47.44
4555,ORD-2023-4419,2023-02-21,2023-02-22,Second Class,CU-10152,Jennifer Williams,Home Office,South,North Carolina,Raleigh,PR-1004,Recliner,Furniture,Chairs,1001.5,4,0.3,132.71
4556,ORD-2023-5289,2023-02-21,2023-02-22,Same Day,CU-10175,John Jones,Home Office,Central,Illinois,Chicago,PR-1017,View Binder,Office Supplies,Binders,81.37,5,0.1,10.29
4557,ORD-2023-5289,2023-02-21,2023-02-22,First Class,CU-10175,John Jones,Home Office,Central,Illinois,Chicago,PR-1037,Laptop Stand,Technology,Accessories,193.33,2,0.4,58.61
4558,ORD-2023-5289,2023-02-21,2023-02-22,First Class,CU-10175,John Jones,Home Office,Central,Illinois,Chicago,PR-1024,Marker Set,Office Supplies,Art,174.07,2,0,17.79
4559,ORD-2023-5289,2023-02-21,2023-02-22,First Class,CU-10175,John Jones,Home Office,Central,Illinois,Chicago,PR-1004,Recliner,Furniture,Chairs,800.65,3,0.1,272.9
4560,ORD-2023-265,2023-02-22,2023-02-24,Same Day,CU-10009,Joseph Anderson,Consumer,West,Oregon,Eugene,PR-1025,Sketch Pad,Office Supplies,Art,13.53,1,0.2,1.96
